sido,sigungu,doro,address,crosswalk_id,crosswalk_type,highland,crosswalk_lat,crosswalk_lon,roadnum,crosswalk_width,crosswalk_length,signal,button,sound_signal,bump,braille_block,spotlight,org_code
전북특별자치도,군산시,구암로,전북특별자치도 군산시 구암동 276-9,군산시-00475,4,N,35.982479,126.7480475,6,7.0,23.0,Y, , ,Y,Y, ,4671000
전북특별자치도,군산시,구암로,전북특별자치도 군산시 구암동 276-9,군산시-00476,1,N,35.982479,126.7480475,5,7.0,21.0,Y, , ,Y,Y, ,4671000
전북특별자치도,군산시,궁멀길,전북특별자치도 군산시 구암동 276-18,군산시-00477,4,N,35.98282438,126.747872,3,6.0,9.0,Y, , ,Y,Y, ,4671000
전북특별자치도,군산시,양촌로,전북특별자치도 군산시 구암동 130-13,군산시-00479,1,N,35.981746,126.7485367,3,7.0,13.0,Y, , ,Y,Y, ,4671000
경상북도,구미시,야은로5길,경상북도 구미시 부곡동 82-1,야은로5길-1,1,N,36.14405899,128.302191,1,3.9,8.7,Y, , , ,Y, ,5080000
경상북도,구미시,야은로,경상북도 구미시 부곡동 218-2,야은로-14,1,N,36.14656046,128.295159,1,4.0,8.6,Y, , , ,Y, ,5080000
경상북도,구미시,야은로,경상북도 구미시 부곡동 362-3,야은로-15,1,N,36.14644631,128.2950548,7,8.0,27.0,Y, , , ,N, ,5080000
경상북도,구미시,야은로,경상북도 구미시 부곡동 218-2,야은로-16,1,N,36.14622393,128.295236,1,3.9,8.4,Y, , , ,N, ,5080000
경상북도,구미시,송선로1길,경상북도 구미시 부곡동 408-5,송선로1길-1,4,N,36.14836287,128.2896291,5,8.0,16.0,Y, , , ,Y, ,5080000
경상북도,구미시,송선로4길,경상북도 구미시 부곡동 408-5,송선로4길-2,4,N,36.14844573,128.2897854,3,3.9,11.0,Y, , , ,Y, ,5080000
전북특별자치도,군산시,구암3.1로,전북특별자치도 군산시 경암동 529-3,군산시-00448,1,N,35.98149101,126.734109,5,5.0,20.0,Y, , ,Y,Y, ,4671000
전북특별자치도,군산시,진포로,전북특별자치도 군산시 경암동 579-20,군산시-00450,1,N,35.98164536,126.733397,4,6.0,24.0,Y, , ,Y,Y, ,4671000
전북특별자치도,군산시,진포로,전북특별자치도 군산시 경암동 691,군산시-00451,1,N,35.980224,126.7329401,4,5.0,25.0,Y, , ,Y,Y, ,4671000
전북특별자치도,군산시,구암3.1로,전북특별자치도 군산시 경암동 529-3,군산시-00452,1,N,35.98149101,126.734109,6,8.0,21.0,Y, , ,Y,Y, ,4671000
전북특별자치도,군산시,구암3.1로,전북특별자치도 군산시 구암동 512-6,군산시-00457,4,N,35.982509,126.7395684,6,7.0,19.0,Y, , ,Y,Y, ,4671000
전북특별자치도,군산시,구암3.1로,전북특별자치도 군산시 경암동 526-1,군산시-00458,1,N,35.981712,126.7377515,5,8.0,29.0,Y, , ,Y,Y, ,4671000
전북특별자치도,군산시,조촌로,전북특별자치도 군산시 경암동 526-1,군산시-00459,1,N,35.981712,126.7377515,7,11.0,33.0,Y, , ,N,N, ,4671000
전북특별자치도,군산시,구암3.1로,전북특별자치도 군산시 경암동 528-4,군산시-00460,4,N,35.981654,126.7372367,5,9.0,27.0,Y, , ,Y,N, ,4671000
전북특별자치도,군산시,조촌로,전북특별자치도 군산시 경암동 528-5,군산시-00461,4,N,35.98151809,126.7376094,4,12.0,29.0,Y, , ,Y,N, ,4671000
전북특별자치도,군산시,구암로,전북특별자치도 군산시 구암동 512-15,군산시-00463,4,N,35.982447,126.739761,3,9.0,20.0,Y, , ,Y,Y, ,4671000
전북특별자치도,군산시,구암3.1로,전북특별자치도 군산시 구암동 512-6,군산시-00464,4,N,35.982509,126.7395684,6,8.0,20.0,Y, , ,Y,Y, ,4671000
전북특별자치도,군산시,궁포3로,전북특별자치도 군산시 조촌동 3946,군산시-00466,1,N,35.979015,126.7414552,4,6.0,23.0,Y, , ,Y,Y, ,4671000
전북특별자치도,군산시,궁포3로,전북특별자치도 군산시 조촌동 3946,군산시-00467,1,N,35.979015,126.7414552,4,7.0,23.0,Y, , ,Y,Y, ,4671000
전북특별자치도,군산시,궁포3로,전북특별자치도 군산시 구암동 618,군산시-00469,1,N,35.982234,126.741782,2,5.0,18.0,Y, , ,Y,Y, ,4671000
전북특별자치도,군산시,구암로,전북특별자치도 군산시 구암동 320-6,군산시-00470,1,N,35.982385,126.7417241,6,6.0,27.0,Y, , ,Y,Y, ,4671000
경기도,포천시,죽엽산로,경기도 포천시 소흘읍 고모리 621-5,31270-CW-00327,4,N,37.8030742,127.1641792,2,6.4,15.8,Y,N,N,Y,Y,Y,5600000
경기도,포천시,죽엽산로,경기도 포천시 소흘읍 고모리 798-32,31270-CW-00337,1,N,37.8143248,127.1610143,5,6.0,17.5,Y,N,N,N,N,Y,5600000
경기도,포천시,정금로,경기도 포천시 소흘읍 이가팔리 979-4,31270-CW-00338,1,N,37.8144587,127.1610898,3,6.2,20.2,Y,N,N,Y,N,Y,5600000
경기도,포천시,죽엽산로,경기도 포천시 소흘읍 이가팔리 12-16,31270-CW-00340,1,N,37.8145254,127.1609083,5,6.0,20.0,Y,N,N,N,N,Y,5600000
경기도,포천시,죽엽산로,경기도 포천시 소흘읍 이가팔리 728-1,31270-CW-00341,1,N,37.8184331,127.1593608,4,6.0,16.5,Y,N,Y,Y,Y,Y,5600000
경기도,포천시,소흘로,경기도 포천시 소흘읍 이가팔리 728-1,31270-CW-00342,1,N,37.8185201,127.1591523,4,6.0,13.5,Y,N,Y,Y,Y,Y,5600000
경기도,포천시,소흘로,경기도 포천시 소흘읍 이가팔리 728-1,31270-CW-00343,4,N,37.8186201,127.1593981,4,6.0,12.5,Y,N,Y,Y,Y,Y,5600000
경기도,포천시,정금로,경기도 포천시 가산면 정교리 548-5,31270-CW-00349,1,Y,37.8146352,127.1701515,2,4.0,8.7,Y,N,N,Y,N,Y,5600000
경기도,포천시,한성2길,경기도 포천시 소흘읍 고모리 798-1,31270-CW-00350,1,N,37.8050032,127.172206,1,4.0,17.0,Y,N,N,N,N,Y,5600000
경기도,포천시,부흥로,경기도 포천시 소흘읍 고모리 64-1,31270-CW-00351,1,N,37.8049251,127.1724457,6,6.0,27.0,Y,N,N,N,N,Y,5600000
경기도,포천시,부흥로,경기도 포천시 소흘읍 고모리 65-5,31270-CW-00352,1,N,37.8048434,127.1721276,7,6.2,26.4,Y,N,N,N,N,Y,5600000
경기도,포천시,부마로,경기도 포천시 내촌면 마명리 297-4,31270-CW-00353,1,N,37.7667832,127.1953568,2,3.3,7.8,Y,N,N,Y,N,N,5600000
전북특별자치도,군산시,구암3.1로,전북특별자치도 군산시 경암동 616,군산시-00426,1,N,35.978569,126.7241597,5,4.0,17.0,Y, , ,Y,Y, ,4671000
전북특별자치도,군산시,구암3.1로,전북특별자치도 군산시 경암동 577-4,군산시-00432,4,N,35.981476,126.730539,3,7.0,16.0,Y, , ,Y,N, ,4671000
전북특별자치도,군산시,구암3.1로,전북특별자치도 군산시 경암동 577-4,군산시-00433,1,N,35.981476,126.730539,5,8.0,18.0,Y, , ,Y,Y, ,4671000
전북특별자치도,군산시,구암3.1로,전북특별자치도 군산시 경암동 598,군산시-00435,1,N,35.981479,126.7292637,5,8.0,22.0,Y, , ,Y,Y, ,4671000
전북특별자치도,군산시,구암3.1로,전북특별자치도 군산시 경암동 577-4,군산시-00439,1,N,35.981476,126.730539,5,8.0,17.0,Y, , ,Y,Y, ,4671000
전북특별자치도,군산시,구암3.1로,전북특별자치도 군산시 경암동 529-3,군산시-00441,1,N,35.98149101,126.734109,5,9.0,20.0,Y, , ,Y,Y, ,4671000
전북특별자치도,군산시,중앙로,전북특별자치도 군산시 중앙로2가 146-2,군산시-00395,1,N,35.982116,126.717788,1,1.0,4.0,Y, , ,Y,Y, ,4671000
전북특별자치도,군산시,미원3길,전북특별자치도 군산시 중앙로3가 56-2,군산시-00396,1,N,35.981626,126.7183193,1,2.0,5.0,Y, , ,Y,Y, ,4671000
전북특별자치도,군산시,구암3.1로,전북특별자치도 군산시 경암동 371-4,군산시-00411,1,N,35.98091191,126.722765,5,2.0,21.0,Y, , ,Y,Y, ,4671000
전북특별자치도,군산시,해망로,전북특별자치도 군산시 경암동 572-3,군산시-00412,4,N,35.98164064,126.7250208,4,8.0,17.0,Y, , ,Y,Y, ,4671000
전북특별자치도,군산시,구암3.1로,전북특별자치도 군산시 경암동 572-3,군산시-00413,4,N,35.98160179,126.7250208,6,8.0,18.0,Y, , ,Y,Y, ,4671000
전북특별자치도,군산시,구암3.1로,전북특별자치도 군산시 경암동 616,군산시-00415,4,N,35.978569,126.7241597,5,8.0,20.0,Y, , ,Y,Y, ,4671000
전북특별자치도,군산시,해망로,전북특별자치도 군산시 경암동 616,군산시-00416,4,N,35.978569,126.7241597,4,8.0,20.0,Y, , ,Y,Y, ,4671000
전북특별자치도,군산시,구암3.1로,전북특별자치도 군산시 경암동 616,군산시-00417,1,N,35.978569,126.7241597,6,4.0,17.0,Y, , ,Y,Y, ,4671000
전북특별자치도,군산시,해망로,전북특별자치도 군산시 소룡동 657,군산시-00369,1,N,35.98071316,126.676829,2,2.0,14.0,Y, , ,Y,Y, ,4671000
전북특별자치도,군산시,해망로,전북특별자치도 군산시 소룡동 691,군산시-00370,1,N,35.97827258,126.6698269,6,4.0,28.0,Y, , ,Y,N, ,4671000
전북특별자치도,군산시,해망로,전북특별자치도 군산시 소룡동 663-1,군산시-00371,1,N,35.98102087,126.6775026,2,2.0,10.0,Y, , ,Y,Y, ,4671000
전북특별자치도,군산시,해망로,전북특별자치도 군산시 소룡동 820-4,군산시-00372,1,N,35.980144,126.677248,6,4.0,28.0,Y, , ,Y,N, ,4671000
전북특별자치도,군산시,풍전3길,전북특별자치도 군산시 소룡동 820-4,군산시-00373,1,N,35.980144,126.677248,2,3.0,12.0,Y, , ,Y,N, ,4671000
전북특별자치도,군산시,공항로,전북특별자치도 군산시 소룡동 1044-6,군산시-00380,4,N,35.98047206,126.6827582,4,2.0,25.0,Y, , ,Y,Y, ,4671000
전북특별자치도,군산시,대학로,전북특별자치도 군산시 금광동 170-49,군산시-00381,1,N,35.981867,126.708023,4,3.0,13.0,Y, , ,Y,Y, ,4671000
전북특별자치도,군산시,월명로,전북특별자치도 군산시 선양동 228-3,군산시-00387,1,N,35.981063,126.7138139,4,2.0,12.0,Y, , ,Y,N, ,4671000
전북특별자치도,군산시,둔배미길,전북특별자치도 군산시 선양동 228-107,군산시-00388,1,N,35.980958,126.7140736,2,4.0,6.0,Y, , ,Y,N, ,4671000
전북특별자치도,군산시,중앙로,전북특별자치도 군산시 중앙로2가 146-1,군산시-00393,1,N,35.981964,126.717979,2,2.0,8.0,Y, , ,Y,Y, ,4671000
전북특별자치도,군산시,대명1길,전북특별자치도 군산시 중앙로2가 147-2,군산시-00394,1,N,35.982082,126.7180473,1,1.0,8.0,Y, , ,Y,Y, ,4671000
전북특별자치도,군산시,해망로,전북특별자치도 군산시 소룡동 691,군산시-00368,1,N,35.97827258,126.6698269,6,3.0,28.0,Y, , ,Y,Y, ,4671000
전북특별자치도,군산시,조촌로,전북특별자치도 군산시 경암동 504-2,군산시-00341,1,N,35.98271394,126.737306,1,2.0,18.0,Y, , ,Y,N, ,4671000
전북특별자치도,군산시,항쟁로,전북특별자치도 군산시 임피면 축산리 591-6,군산시-00306,1,N,35.98668586,126.8618794,2,3.0,11.0,Y, , ,Y,Y, ,4671000
전북특별자치도,군산시,해망로,전북특별자치도 군산시 소룡동 1047-3,군산시-00309,1,N,35.983306,126.686199,1,2.0,16.0,Y, , ,Y,N, ,4671000
강원특별자치도,동해시,공단9로,강원특별자치도 동해시 구호동 263,D00598,1,N,37.480199,129.140251,4,6.2,16.5,Y, , ,Y,Y, ,4211000
강원특별자치도,동해시,공단4로,강원특별자치도 동해시 구호동 264,D00599,1,N,37.480501,129.140348,4,6.2,16.2,Y, , ,Y,Y, ,4211000
강원특별자치도,동해시,공단9로,강원특별자치도 동해시 구호동 269,D00600,1,N,37.480435,129.140723,4,6.3,16.2,Y, , ,Y,Y, ,4211000
강원특별자치도,동해시,청운로,강원특별자치도 동해시 쇄운동 80-69,D00607,4,N,37.484132,129.103217,4,5.9,18.2,Y, , ,Y,Y, ,4211000
강원특별자치도,동해시,서동로,강원특별자치도 동해시 쇄운동 80-69,D00608,4,N,37.484005,129.103376,4,3.6,5.0,Y, , ,Y,Y, ,4211000
강원특별자치도,동해시,효자남길,강원특별자치도 동해시 쇄운동 1-1,D00609,1,N,37.486212,129.108287,2,8.2,12.1,Y, , ,Y,N, ,4211000
강원특별자치도,동해시,청운1길,강원특별자치도 동해시 쇄운동 4-2,D00610,1,N,37.486116,129.108157,4,2.2,7.7,Y, , ,Y,N, ,4211000
강원특별자치도,동해시,청운1길,강원특별자치도 동해시 쇄운동 1-1,D00611,1,N,37.486116,129.108411,4,3.0,15.3,Y, , ,Y,N, ,4211000
경기도,포천시,죽엽산로,경기도 포천시 소흘읍 고모리 296-1,31270-CW-00324,4,N,37.8022584,127.1644698,2,5.9,12.6,Y,N,N,Y,Y,Y,5600000
경기도,이천시,서동대로,경기도 이천시 장호원읍 진암리 700-2,81,1,N,37.115391,127.619929,6,8.0,22.2,Y,Y,N,Y,Y,Y,4070000
경기도,이천시,서동대로,경기도 이천시 장호원읍 진암리 22,82,1,N,37.11502612,127.6231091,4,8.0,41.2,Y,N,N,Y,Y,Y,4070000
경기도,이천시,중부대로,경기도 이천시 마장면 양촌리 산15-2,83,1,N,37.2559266,127.3501105,6,6.0,20.4,Y,N,N,Y,N,Y,4070000
경기도,이천시,중부대로,경기도 이천시 마장면 양촌리 28-1,84,1,N,37.25551945,127.3521716,6,8.0,28.8,Y,N,N,Y,N,Y,4070000
경기도,이천시,중부대로,경기도 이천시 마장면 표교리 641,85,1,N,37.25530111,127.3990147,6,6.0,22.0,Y,N,N,N,N,Y,4070000
경기도,이천시,중부대로,경기도 이천시 마장면 표교리 631,86,1,N,37.25477347,127.4046121,6,8.0,24.0,Y,N,N,Y,N,Y,4070000
경기도,이천시,중부대로,경기도 이천시 마장면 표교리 612,87,1,N,37.2542479,127.4073811,7,4.0,24.8,Y,N,N,N,N,Y,4070000
경기도,이천시,중부대로,경기도 이천시 호법면 안평리 755,88,1,N,37.24933293,127.4132491,5,6.0,17.0,Y,N,N,N,N,Y,4070000
경기도,이천시,중부대로,경기도 이천시 호법면 안평리 759,89,1,N,37.24737964,127.4152953,8,6.0,25.2,Y,N,N,N,N,Y,4070000
경기도,이천시,중부대로,경기도 이천시 호법면 안평리 718,90,1,N,37.24401897,127.4211715,5,8.0,19.2,Y,N,N,Y,Y,Y,4070000
경기도,이천시,중부대로,경기도 이천시 호법면 안평리 718,91,1,N,37.24401897,127.4211715,8,6.0,33.6,Y,N,N,N,N,Y,4070000
경기도,이천시,중부대로,경기도 이천시 호법면 유산리 778,92,1,N,37.24405498,127.4328422,6,8.0,22.8,Y,N,N,Y,Y,Y,4070000
경기도,이천시,중부대로,경기도 이천시 호법면 유산리 491,93,1,N,37.24485878,127.4377955,8,8.0,30.4,Y,N,N,Y,Y,Y,4070000
경기도,이천시,중부대로,경기도 이천시 장록동 산1-3,94,1,N,37.25874675,127.4578217,9,6.0,34.0,Y,N,N,N,N,Y,4070000
경기도,이천시,중부대로,경기도 이천시 부발읍 가좌리 299,95,1,N,37.26030358,127.4583271,8,6.0,28.4,Y,N,N,N,N,Y,4070000
경기도,이천시,중부대로,경기도 이천시 부발읍 신하리 621-2,96,1,N,37.27057207,127.4656533,5,8.0,18.6,Y,N,N,N,N,Y,4070000
경기도,이천시,중부대로,경기도 이천시 부발읍 마암리 446,97,1,N,37.27910442,127.4730422,6,8.0,20.0,Y,N,N,N,N,Y,4070000
경기도,이천시,중부대로,경기도 이천시 부발읍 마암리 446,98,1,N,37.27910442,127.4730422,7,4.0,25.2,Y,N,N,Y,N,Y,4070000
경기도,이천시,중부대로,경기도 이천시 부발읍 무촌리 223-1,99,1,N,37.28645073,127.4893675,6,8.0,19.8,Y,N,N,Y,Y,Y,4070000
경기도,이천시,중부대로,경기도 이천시 부발읍 무촌리 518,100,1,N,37.28863654,127.4932264,6,8.0,22.0,Y,N,N,Y,Y,Y,4070000
경기도,이천시,중부대로,경기도 이천시 부발읍 신원리 558-36,101,1,N,37.29032054,127.5059507,6,8.0,26.2,Y,N,N,Y,N,Y,4070000
경기도,이천시,중부대로,경기도 이천시 부발읍 신원리 696,102,1,N,37.29014187,127.5058733,5,8.0,20.2,Y,N,N,N,N,Y,4070000
경기도,이천시,중부대로,경기도 이천시 부발읍 신원리 670,103,1,N,37.29351978,127.5130112,6,8.0,21.0,Y,N,N,N,N,Y,4070000
경기도,이천시,중부대로,경기도 이천시 부발읍 신원리 77-7,104,1,N,37.29210338,127.5173544,6,8.0,21.0,Y,N,N,N,N,Y,4070000
경기도,이천시,중부대로,경기도 이천시 부발읍 신원리 산30-1,105,1,N,37.2924571,127.5205382,5,8.0,17.0,Y,N,N,N,N,Y,4070000
경기도,이천시,중부대로,경기도 이천시 부발읍 고백리 640-2,106,1,N,37.29315608,127.5284114,7,8.0,23.8,Y,N,N,Y,Y,Y,4070000
경기도,이천시,중부대로,경기도 이천시 부발읍 고백리 314-5,107,1,N,37.29401877,127.5339284,6,8.0,24.0,Y,N,N,N,N,Y,4070000
경기도,여주시,중부대로,경기도 여주시 세종대왕면 번도리 452-1,여주-1028,4,N,37.29966349,127.5790071,4,6.0,13.5,Y, , ,Y,N,N,5700000
경기도,여주시,마장로,경기도 여주시 세종대왕면 신지리 257-1,여주-1031,1,N,37.29859968,127.5791679,5,6.0,16.0,Y, , ,N,N,N,5700000
경기도,여주시,남산로,경기도 여주시 흥천면 하다리  337-10,여주-1040,1,N,37.33977121,127.5274342,2,3.6,14.5,Y, , ,N,N,N,5700000
경기도,여주시,남산로,경기도 여주시 흥천면 하다리  341-5,여주-1041,1,N,37.33952408,127.527422,2,3.6,15.0,Y, , ,N,N,N,5700000
경기도,여주시,남산로,경기도 여주시 흥천면 하다리 337-12,여주-1042,1,N,37.33973952,127.5271025,2,3.6,32.0,Y, , ,N,N,N,5700000
경기도,여주시,남산로,경기도 여주시 흥천면 다대리  412-1,여주-1044,4,N,37.33837669,127.5206662,2,6.0,9.0,Y, , ,N,N,N,5700000
경기도,여주시,남산로,경기도 여주시 흥천면 다대리  412-1,여주-1045,4,N,37.33837669,127.5206662,1,4.0,4.5,Y, , ,N,N,N,5700000
경기도,여주시,남산로,경기도 여주시 흥천면 다대리  497-1,여주-1046,1,N,37.33748649,127.5198117,2,6.0,9.5,Y, , ,N,N,N,5700000
경기도,여주시,부흥로,경기도 여주시 흥천면 효지리  376-4,여주-1049,1,N,37.33253848,127.5425191,2,4.0,17.5,Y, , ,Y,N,N,5700000
경기도,여주시,부흥로,경기도 여주시 흥천면 효지리  376-4,여주-1050,1,N,37.33253848,127.5425191,2,4.0,8.0,Y, , ,Y,N,N,5700000
경기도,여주시,부흥로,경기도 여주시 흥천면 효지리  376-4,여주-1051,1,N,37.33253848,127.5425191,2,4.0,8.5,Y, , ,Y,N,N,5700000
전북특별자치도,군산시,구암3.1로,전북특별자치도 군산시 구암동 610-20,군산시-00277,1,N,35.985319,126.7448257,2,4.0,5.0,Y, , ,Y,Y, ,4671000
전북특별자치도,군산시,구암3.1로,전북특별자치도 군산시 구암동 610-20,군산시-00278,1,N,35.985319,126.7448257,2,3.0,8.0,Y, , ,Y,Y, ,4671000
경기도,이천시,구만리로,경기도 이천시 증일동 16-5,607,1,N,37.26853326,127.4429333,7,8.0,22.8,Y,N,N,Y,Y,Y,4070000
경기도,이천시,구만리로,경기도 이천시 증일동 16-5,608,1,N,37.26853326,127.4429333,7,8.0,22.8,Y,N,N,Y,Y,Y,4070000
경기도,이천시,관고재로,경기도 이천시 관고동 71,609,1,N,37.28271263,127.4360447,4,8.0,15.8,Y,N,N,Y,Y,Y,4070000
경기도,이천시,관고재로,경기도 이천시 관고동 464-10,610,1,N,37.28208575,127.4345751,4,8.0,12.0,Y,N,N,Y,Y,Y,4070000
경기도,포천시,솔모루로3번길,경기도 포천시 소흘읍 송우리 516-14,31270-CW-00211,1,Y,37.8249678,127.1365901,2,5.5,6.0,Y,N,N,Y,Y,Y,5600000
경기도,포천시,솔모루로3번길,경기도 포천시 소흘읍 송우리 728-10,31270-CW-00212,1,N,37.8249033,127.136817,1,3.0,5.5,Y,N,N,Y,Y,N,5600000
경기도,포천시,민락로,경기도 포천시 소흘읍 이동교리 산 117-1,31270-CW-00218,1,N,37.7768427,127.1158922,4,6.2,17.3,Y,N,N,Y,Y,N,5600000
경기도,포천시,태봉로,경기도 포천시 소흘읍 송우리 729-11,31270-CW-00175,1,N,37.8290076,127.139298,2,2.5,9.5,Y,N,Y,Y,Y,N,5600000
경기도,포천시,탑동가산로,경기도 포천시 선단동 산 34-6,31270-CW-00176,4,N,37.8611666,127.1600977,5,6.0,19.0,Y,N,N,Y,Y,Y,5600000
경기도,포천시,탑동가산로,경기도 포천시 선단동 산 34-5,31270-CW-00177,4,N,37.8611085,127.1597794,5,6.0,18.0,Y,N,N,Y,Y,Y,5600000
경기도,포천시,송우로,경기도 포천시 소흘읍 송우리 733,31270-CW-00180,1,Y,37.8308169,127.1388045,4,6.0,14.5,Y,N,Y,Y,Y,Y,5600000
경기도,포천시,태봉로,경기도 포천시 소흘읍 송우리 732,31270-CW-00182,2,N,37.831379,127.140562,4,4.0,19.0,Y,N,Y,Y,Y,Y,5600000
경기도,포천시,태봉로,경기도 포천시 소흘읍 송우리 732,31270-CW-00186,1,N,37.8314634,127.1406658,4,6.5,16.5,Y,N,Y,Y,Y,Y,5600000
경기도,포천시,태봉로,경기도 포천시 소흘읍 송우리 732,31270-CW-00187,1,N,37.8320637,127.1415288,4,6.5,13.5,Y,N,N,Y,Y,Y,5600000
경기도,포천시,태봉로,경기도 포천시 소흘읍 송우리 732,31270-CW-00190,1,N,37.8331834,127.1431568,4,6.5,16.0,Y,N,Y,Y,Y,Y,5600000
경기도,포천시,태봉로146번길,경기도 포천시 소흘읍 송우리 733,31270-CW-00196,1,N,37.8293765,127.1425275,2,6.0,6.0,Y,N,Y,Y,Y,Y,5600000
경상남도,거제시,거제대로,경상남도 거제시 수월동 1042-1,23,1,N,34.89618724,128.6421683,5,5.0,16.5,Y,N,N,Y,Y,Y,5370000
경상남도,거제시,거제남서로,경상남도 거제시 거제면 외간리 624-1,240,1,Y,34.85844012,128.5752804,2,4.0,6.5,Y,N,N,Y,N,Y,5370000
